GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID
TP53,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",Homo sapiens,"TP53 protein affects the reaction [2,3,5-trichloro-6-phenyl-(1,4)benzoquinone affects the expression of DRAM1 protein]",affects^expression|affects^reaction,30742880,C587734
TP53,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",Homo sapiens,"TP53 protein affects the reaction [2,3,5-trichloro-6-phenyl-(1,4)benzoquinone results in increased expression of BAX protein]",affects^reaction|increases^expression,30742880,C587734
TP53,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",Homo sapiens,"TP53 protein affects the reaction [2,3,5-trichloro-6-phenyl-(1,4)benzoquinone results in increased expression of ULK1 protein]",affects^reaction|increases^expression,30742880,C587734
TP53,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",Homo sapiens,"TP53 protein promotes the reaction [2,3,5-trichloro-6-phenyl-(1,4)benzoquinone results in decreased expression of CDK2 protein]",decreases^expression|increases^reaction,26451628,C587734
TP53,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",Homo sapiens,"TP53 protein promotes the reaction [2,3,5-trichloro-6-phenyl-(1,4)benzoquinone results in increased cleavage of CASP3 protein]",increases^cleavage|increases^reaction,26451628,C587734
TP53,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",Homo sapiens,"TP53 protein promotes the reaction [2,3,5-trichloro-6-phenyl-(1,4)benzoquinone results in increased expression of CDKN1A protein]",increases^expression|increases^reaction,26451628,C587734
TP53,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",Homo sapiens,"TP53 protein promotes the reaction [2,3,5-trichloro-6-phenyl-(1,4)benzoquinone results in increased expression of FAS protein]",increases^expression|increases^reaction,26451628,C587734
TP53,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,Homo sapiens,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone results in increased expression of and results in increased phosphorylation of TP53 protein,increases^expression|increases^phosphorylation,23523585,C416653
TP53,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,Homo sapiens,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone results in increased expression of TP53 mRNA,increases^expression,23523585,C416653
TP53,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,Homo sapiens,Caffeine inhibits the reaction [2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone results in increased phosphorylation of TP53 protein],decreases^reaction|increases^phosphorylation,23523585,C416653
TP53,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,Homo sapiens,TP53 protein results in increased susceptibility to 2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,increases^response to substance,23523585,C416653
TP53,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,Homo sapiens,"2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine inhibits the reaction [Caffeine inhibits the reaction [2,2'-azobis(2-amidinopropane) results in increased phosphorylation of TP53 protein]]",decreases^reaction|increases^phosphorylation,30555576,C061282
TP53,"2,4,3',5'-tetramethoxystilbene",Homo sapiens,"2,4,3',5'-tetramethoxystilbene inhibits the reaction [[CYP1B1 protein results in increased metabolism of 9,10-Dimethyl-1,2-benzanthracene] which results in increased expression of TP53 protein modified form]",decreases^reaction|increases^expression|increases^metabolic processing,32553695,C440850
TP53,"2,4,4'-trichlorobiphenyl",Homo sapiens,"2,4,4'-trichlorobiphenyl inhibits the reaction [Etoposide results in increased expression of TP53 protein]",decreases^reaction|increases^expression,19751709,C081766
TP53,"2,4,4'-trichlorobiphenyl",Homo sapiens,"2,4,4'-trichlorobiphenyl promotes the reaction [Benzo(a)pyrene results in increased phosphorylation of and results in increased expression of TP53 protein]",increases^expression|increases^phosphorylation|increases^reaction,20840854,C081766
TP53,"2,4,5,2',4',5'-hexachlorobiphenyl",Homo sapiens,"2,4,5,2',4',5'-hexachlorobiphenyl promotes the reaction [Benzo(a)pyrene affects the localization of and results in increased expression of TP53 protein]",affects^localization|increases^expression|increases^reaction,24954032,C014024
TP53,"2,4,5,2',4',5'-hexachlorobiphenyl",Homo sapiens,"2,4,5,2',4',5'-hexachlorobiphenyl promotes the reaction [Benzo(a)pyrene results in increased phosphorylation of and results in increased expression of TP53 protein]",increases^expression|increases^phosphorylation|increases^reaction,20840854,C014024
TP53,"2,4,5,2',4',5'-hexachlorobiphenyl",Homo sapiens,"2,4,5,2',4',5'-hexachlorobiphenyl promotes the reaction [dibenzo(a,l)pyrene affects the localization of and results in increased expression of TP53 protein]",affects^localization|increases^expression|increases^reaction,24954032,C014024
TP53,"2,4,5,2',4',5'-hexachlorobiphenyl",Homo sapiens,"2,4,5,2',4',5'-hexachlorobiphenyl results in increased activity of TP53 protein",increases^activity,27589886,C014024
TP53,"2,4,5,2',4',5'-hexachlorobiphenyl",Homo sapiens,"Okadaic Acid inhibits the reaction [2,4,5,2',4',5'-hexachlorobiphenyl promotes the reaction [Benzo(a)pyrene affects the localization of TP53 protein]]",affects^localization|decreases^reaction|increases^reaction,24954032,C014024
TP53,"2,4,5,2',4',5'-hexachlorobiphenyl",Homo sapiens,"Okadaic Acid promotes the reaction [2,4,5,2',4',5'-hexachlorobiphenyl promotes the reaction [Benzo(a)pyrene results in increased expression of TP53 protein]]",increases^expression|increases^reaction,24954032,C014024
TP53,"2,4,5,2',5'-pentachlorobiphenyl",Homo sapiens,"2,4,5,2',5'-pentachlorobiphenyl inhibits the reaction [Etoposide results in increased expression of TP53 protein]",decreases^reaction|increases^expression,19751709,C009828
TP53,"2,4,5,2',5'-pentachlorobiphenyl",Homo sapiens,"2,4,5,2',5'-pentachlorobiphenyl promotes the reaction [Benzo(a)pyrene affects the localization of TP53 protein]",affects^localization|increases^reaction,20840854,C009828
TP53,"2,4,5,2',5'-pentachlorobiphenyl",Homo sapiens,"2,4,5,2',5'-pentachlorobiphenyl promotes the reaction [Benzo(a)pyrene results in increased phosphorylation of and results in increased expression of TP53 protein]",increases^expression|increases^phosphorylation|increases^reaction,20840854,C009828
TP53,"2,4,5,2',5'-pentachlorobiphenyl",Homo sapiens,"2,4,5,2',5'-pentachlorobiphenyl results in decreased expression of TP53 protein",decreases^expression,19751709,C009828
TP53,"2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone",Homo sapiens,"2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone inhibits the reaction [TP53 protein mutant form binds to TP73 protein]",affects^binding|decreases^reaction,18424558,C529061
TP53,"2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone",Homo sapiens,"TP53 protein mutant form affects the reaction [2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone results in increased expression of BBC3 mRNA]",affects^reaction|increases^expression,18424558,C529061
TP53,"2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone",Homo sapiens,"TP53 protein mutant form affects the reaction [2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone results in increased expression of CDKN1A mRNA]",affects^reaction|increases^expression,18424558,C529061
TP53,"2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone",Homo sapiens,"TP53 protein mutant form affects the reaction [2-(4,5-dihydro-1,3-thiazol-2-ylthio)-1-(3,4-dihydroxyphenyl)ethanone results in increased expression of TP73 mRNA]",affects^reaction|increases^expression,18424558,C529061
TP53,"2,4-decadienal",Homo sapiens,"2,4-decadienal results in decreased expression of TP53 mRNA",decreases^expression,12921975,C057349
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,[2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one co-treated with cyadox] results in increased expression of TP53 mRNA,affects^cotreatment|increases^expression,30265530,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,[2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one co-treated with Hydrogen Peroxide] results in increased expression of TP53 mRNA,affects^cotreatment|increases^expression,30265530,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [ANGPT1 protein inhibits the reaction [Doxorubicin results in increased expression of TP53 protein]],decreases^reaction|increases^expression,15763944,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [di-n-propyldithiocarbamate results in increased expression of and results in increased phosphorylation of TP53 protein],decreases^reaction|increases^expression|increases^phosphorylation,32687844,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Doxorubicin results in increased expression of TP53 protein],decreases^reaction|increases^expression,20856197,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Fluorometholone inhibits the reaction [Glucose results in increased expression of TP53 protein]],decreases^reaction|increases^expression,35264022,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Nitric Oxide results in increased phosphorylation of TP53 protein],decreases^reaction|increases^phosphorylation,16024610,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Particulate Matter results in decreased expression of TP53 protein],decreases^expression|decreases^reaction,26942697,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Resveratrol results in increased phosphorylation of TP53 protein],decreases^reaction|increases^phosphorylation,17534123,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [spermine nitric oxide complex results in increased phosphorylation of TP53 protein],decreases^reaction|increases^phosphorylation,16024610,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in decreased expression of and results in decreased phosphorylation of TP53 protein,decreases^expression|decreases^phosphorylation,32687844,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in increased expression of TP53 mRNA,increases^expression,34677630,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in increased expression of TP53 protein,increases^expression,15001399,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in increased phosphorylation of TP53 protein,increases^phosphorylation,25305377,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,TP53 protein promotes the reaction [2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [Doxorubicin results in increased cleavage of CASP3 protein]],increases^cleavage|increases^reaction,20856197,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,TP53 protein promotes the reaction [2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [Doxorubicin results in increased cleavage of CASP8 protein]],increases^cleavage|increases^reaction,20856197,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,TP53 protein promotes the reaction [2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [Doxorubicin results in increased cleavage of CASP9 protein]],increases^cleavage|increases^reaction,20856197,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,TP53 protein promotes the reaction [2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [Doxorubicin results in increased expression of and results in increased activity of BAX protein]],increases^activity|increases^expression|increases^reaction,20856197,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,TP53 protein promotes the reaction [[Doxorubicin co-treated with 2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one] results in increased expression of BBC3 protein],affects^cotreatment|increases^expression|increases^reaction,20856197,C085911
TP53,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Homo sapiens,TP53 protein results in increased susceptibility to [Doxorubicin co-treated with 2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one],affects^cotreatment|increases^response to substance,20856197,C085911
TP53,2-(5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-(1-(isopropylsulfonyl)-3-methylbutan-2-yl)-3-methyl-2-oxopiperidin-3-yl)acetic acid,Homo sapiens,TP53 protein results in increased susceptibility to 2-(5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-(1-(isopropylsulfonyl)-3-methylbutan-2-yl)-3-methyl-2-oxopiperidin-3-yl)acetic acid,increases^response to substance,30022047,C588087
TP53,2-(5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-(1-(isopropylsulfonyl)-3-methylbutan-2-yl)-3-methyl-2-oxopiperidin-3-yl)acetic acid,Homo sapiens,[TP53 protein results in increased susceptibility to 2-(5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-(1-(isopropylsulfonyl)-3-methylbutan-2-yl)-3-methyl-2-oxopiperidin-3-yl)acetic acid] promotes the reaction [2-(5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-(1-(isopropylsulfonyl)-3-methylbutan-2-yl)-3-methyl-2-oxopiperidin-3-yl)acetic acid results in increased expression of CDKN1A protein],increases^expression|increases^reaction|increases^response to substance,30022047,C588087
TP53,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",Homo sapiens,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone analog results in increased expression of and results in increased cleavage of TP53 protein",increases^cleavage|increases^expression,26630137,C117776
TP53,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",Homo sapiens,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone analog results in increased expression of TP53 protein modified form",increases^expression,26630137,C117776
TP53,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",Homo sapiens,"2-morpholin-4-yl-6-thianthren-1-yl-pyran-4-one inhibits the reaction [2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone analog results in increased expression of TP53 protein]",decreases^reaction|increases^expression,26630137,C117776
TP53,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",Homo sapiens,"2-morpholin-4-yl-6-thianthren-1-yl-pyran-4-one inhibits the reaction [2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone analog results in increased expression of TP53 protein modified form]",decreases^reaction|increases^expression,26630137,C117776
TP53,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",Homo sapiens,"Dicumarol inhibits the reaction [2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone analog results in increased expression of TP53 protein]",decreases^reaction|increases^expression,26630137,C117776
TP53,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",Homo sapiens,"Dicumarol inhibits the reaction [2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone analog results in increased expression of TP53 protein modified form]",decreases^reaction|increases^expression,26630137,C117776
TP53,"2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",Homo sapiens,"pyrazolanthrone inhibits the reaction [2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone analog results in increased expression of TP53 protein]",decreases^reaction|increases^expression,26630137,C117776
